source_id,source_kind,title,citation,source_path,source_url,evidence_layer,availability,evidence_strength,evidence_type,needs_manual_review,review_note,classification_rule
SRC-0576,local_text_citation,左联史,左联史 第268页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0577,local_text_citation,左联词典,左联词典 第111页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0578,local_text_citation,左联词典,左联词典 第153页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0579,local_text_citation,左联词典,左联词典 第567页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0580,local_text_citation,左联词典,左联词典 第706页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0581,local_text_citation,左联词典,左联词典 第319页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0582,local_text_citation,左联词典,左联词典 第628页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0583,local_text_citation,左联词典,左联词典 第6页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0584,local_text_citation,左联词典,左联词典 第127页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0585,local_text_citation,左联词典,左联词典 第301页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0586,local_text_citation,左联词典,左联词典 第188页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0587,citation_only,左联回忆录,左联回忆录 第699页,,,citation_reference,citation_only,二手,回忆录,no,,keyword:回忆录
SRC-0588,local_text_citation,左联词典,左联词典 第694页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0589,local_text_citation,左联词典,左联词典 第135页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0590,local_text_citation,左联词典,左联词典 第291页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0591,local_text_citation,左联词典,左联词典 第328页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0592,local_text_citation,左联词典,左联词典 第341页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0593,local_text_citation,左联词典,左联词典 第490页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0594,local_text_citation,左联词典,左联词典 第259页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0595,local_text_citation,左联词典,左联词典 第260页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0596,local_text_citation,左联词典,左联词典 第119页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0597,local_text_citation,左联词典,左联词典 第141页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0598,local_text_citation,左联词典,左联词典 第321页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0599,local_text_citation,左联词典,左联词典 第327页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0600,local_text_citation,左联词典,左联词典 第189页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0601,local_text_citation,左联词典,左联词典 第215页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0602,local_text_citation,左联词典,左联词典 第359页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0603,local_text_citation,左联词典,左联词典 第281页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0604,local_text_citation,左联词典,左联词典 第283页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0605,local_text_citation,左联词典,左联词典 第272页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0606,local_text_citation,左联词典,左联词典 第274页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0607,local_text_citation,左联词典,左联词典 第501页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0608,local_text_citation,左联词典,左联词典 第520页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0609,local_text_citation,左联词典,左联词典 第537页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0610,local_text_citation,左联词典,左联词典 第437页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0611,local_text_citation,左联词典,左联词典 第480页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0612,local_text_citation,左联词典,左联词典 第531页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0613,local_text_citation,左联词典,左联词典 第482页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0614,local_text_citation,左联词典,左联词典 第345页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0615,local_text_citation,左联词典,左联词典 第623页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0616,local_text_citation,左联史,左联史 第500页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0617,local_text_citation,左联史,左联史 第505页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0618,local_text_citation,左联史,左联史 第579页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0619,local_text_citation,左联史,左联史 第594页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0620,local_text_citation,左联史,左联史 第725页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0621,local_text_citation,左联史,左联史 第619页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0622,local_text_citation,左联史,左联史 第620页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0623,local_text_citation,左联词典,左联词典 第619页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0624,local_text_citation,左联词典,左联词典 第492页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0625,local_text_citation,左联词典,左联词典 第624页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0626,local_text_citation,左联史,左联史 第49页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0627,local_text_citation,左联史,左联史 第50页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0628,local_text_citation,左联史,左联史 第61页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0629,local_text_citation,左联史,左联史 第527页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0630,local_text_citation,左联史,左联史 第548页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0631,local_text_citation,左联词典,左联词典 第554页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0632,local_text_citation,左联词典,左联词典 第100页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0633,local_text_citation,左联词典,左联词典 第626页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0634,local_text_citation,左联词典,左联词典 第484页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0635,local_text_citation,左联词典,左联词典 第444页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0636,local_text_citation,左联史,左联史 第324页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0637,local_text_citation,左联史,左联史 第606页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0638,local_text_citation,左联词典,左联词典 第574页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0639,local_text_citation,左联词典,左联词典 第271页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0640,local_text_citation,左联史,左联史 第240页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0641,local_text_citation,左联史,左联史 第445页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0642,local_text_citation,左联词典,左联词典 第621页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0643,local_text_citation,左联词典,左联词典 第682页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0644,local_text_citation,左联词典,左联词典 第454页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0645,local_text_citation,左联词典,左联词典 第253页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0646,local_text_citation,左联词典,左联词典 第593页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0647,local_text_citation,左联词典,左联词典 第504页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0648,local_text_citation,左联词典,左联词典 第559页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0649,local_text_citation,左联词典,左联词典 第507页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0650,local_text_citation,左联词典,左联词典 第498页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0651,local_text_citation,左联史,左联史 第40页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0652,local_text_citation,左联史,左联史 第434页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0653,local_text_citation,左联词典,左联词典 第473页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0654,local_text_citation,左联史,左联史 第698页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0655,local_text_citation,左联史,左联史 第713页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0656,local_text_citation,左联词典,左联词典 第546页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0657,local_text_citation,左联词典,左联词典 第657页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0658,local_text_citation,左联史,左联史 第437页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0659,local_text_citation,左联史,左联史 第318页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0660,local_text_citation,左联史,左联史 第710页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0661,local_text_citation,左联词典,左联词典 第613页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0662,local_text_citation,左联词典,左联词典 第676页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0663,local_text_citation,左联史,左联史 第136页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0664,local_text_citation,左联史,左联史 第142页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0665,local_text_citation,左联史,左联史 第271页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0666,local_text_citation,左联史,左联史 第561页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0667,local_text_citation,左联史,左联史 第327页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0668,local_text_citation,左联史,左联史 第193页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0669,local_text_citation,左联词典,左联词典 第680页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0670,local_text_citation,左联史,左联史 第161页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0671,local_text_citation,左联史,左联史 第680页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0672,local_text_citation,左联史,左联史 第692页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0673,local_text_citation,左联词典,左联词典 第475页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0674,local_text_citation,左联词典,左联词典 第702页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0675,local_text_citation,左联词典,左联词典 第703页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0676,local_text_citation,左联词典,左联词典 第110页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0677,local_text_citation,左联词典,左联词典 第317页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0678,local_text_citation,左联词典,左联词典 第164页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0679,local_text_citation,左联词典,左联词典 第318页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0680,local_text_citation,左联词典,左联词典 第241页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0681,local_text_citation,左联词典,左联词典 第277页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0682,local_text_citation,左联词典,左联词典 第299页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0683,local_text_citation,左联词典,左联词典 第256页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0684,local_text_citation,左联词典,左联词典 第326页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0685,local_text_citation,左联词典,左联词典 第479页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0686,local_text_citation,左联词典,左联词典 第365页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0687,local_text_citation,左联词典,左联词典 第429页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0688,local_text_citation,左联词典,左联词典 第172页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0689,local_text_citation,左联词典,左联词典 第329页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0690,local_text_citation,左联词典,左联词典 第443页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0691,local_text_citation,左联词典,左联词典 第656页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0692,local_text_citation,左联词典,左联词典 第536页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0693,local_text_citation,左联词典,左联词典 第517页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0694,local_text_citation,左联词典,左联词典 第560页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0695,local_text_citation,左联史,左联史 第25页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0696,local_text_citation,左联词典,左联词典 第497页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0697,local_text_citation,左联词典,左联词典 第177页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0698,local_text_citation,左联史,左联史 第368页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0699,local_text_citation,左联史,左联史 第388页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0700,local_text_citation,左联史,左联史 第424页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0701,local_text_citation,左联史,左联史 第362页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0702,local_text_citation,左联词典,左联词典 第611页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0703,local_text_citation,左联史,左联史 第475页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0704,local_text_citation,左联史,左联史 第9页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0705,local_text_citation,左联史,左联史 第351页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0706,local_text_citation,左联词典,左联词典 第635页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0707,local_text_citation,左联史,左联史 第158页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0708,local_text_citation,左联史,左联史 第358页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0709,local_text_citation,左联史,左联史 第458页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0710,local_text_citation,左联史,左联史 第729页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0711,local_text_citation,左联史,左联史 第20页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0712,local_text_citation,左联史,左联史 第98页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0713,local_text_citation,左联史,左联史 第369页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0714,local_text_citation,左联史,左联史 第404页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0715,local_text_citation,左联史,左联史 第682页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0716,local_text_citation,左联词典,左联词典 第662页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0717,local_text_citation,左联史,左联史 第89页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0718,local_text_citation,左联史,左联史 第464页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0719,local_text_citation,左联史,左联史 第214页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0720,local_text_citation,左联史,左联史 第215页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0721,local_text_citation,左联词典,左联词典 第556页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0722,local_text_citation,左联史,左联史 第179页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0723,local_text_citation,左联史,左联史 第703页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0724,local_text_citation,左联史,左联史 第711页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0725,local_text_citation,左联史,左联史 第18页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0726,local_text_citation,左联史,左联史 第231页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0727,local_text_citation,左联史,左联史 第466页,D:\1大创\左联知识库项目\research\raw_texts\左联史.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0728,local_text_citation,左联词典,左联词典 第269页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0729,local_text_citation,左联词典,左联词典 第334页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
SRC-0730,local_text_citation,左联词典,左联词典 第170页,D:\1大创\左联知识库项目\research\raw_texts\左联词典.txt,,txt_local_evidence,local,二手,研究论著,no,,keyword:研究论著
